gok
sumni
susiŋsuyaŋ
sek
set
sen
sewen
sao
sao
siak
siam
sialok
siaosan
saphəŋ
sɛ
sɛkhɛŋ
sɛŋ
sɛp
sɛm
sɛmphu
so
so
sokdi
sofa
sai
saiŋan
saisiwit
sai
ɲok
ɲɔŋ
ɲɔn
ɲɔn
ɲɔi
ɲaŋ
ɲak
ɲaŋ
ɲat
ɲam
ɲam
ɲai
ɲao
ɲiŋ
ɲuŋ
ɲu
ɲep
ɲia

ɲiao
ɲɛŋ
ɲok
ɲon
doŋ
don
dom
duaŋ
duaŋjan
duaŋdao
duaŋtawen
duai
duaigan
duaidi
dɔk
dɔk
dɔk
dɔkbua
dɔkmai
dɔkwa
dɔkwa
daŋ
daŋ
dap
da
dak
dan
dam
dai
dao
dam
damna
damhaidamna
din
din
dip
di
dijai
dk
dk
dŋ
dn
du
du
dulai
du
dut
dulɛ
de
de
dek
deknɔi
deksəp
də
de
dao
dən
dənthaŋ
dian
diao
diaogan
dɛŋ
dɛt
doŋdaŋ
dot
don
don
doisan
dai
dai
daiɲin
dailap
daihap
tok
tokjai
tokdin
toktɛŋ
toŋ
ton
ton
ton
tonga
tonkhao
tonmai
top
tɔm
tuat
tuatsɔp
tɔ
tɔk
tɔkiu
tɔŋ
tɔŋgan
tɔn
tɔnni
tɔp
tɔpthɛn
tɔpai
tɔpaini
tɔm
tɔsu
taga
tagiap
takhɔ
tapu
tali
tawen
talok
talɔtwela
talat
talatnat
tak
taŋ
taŋ
taŋkha
taŋjit
taŋjai
taŋtɛ
tat
tap
tua
tua
ta
ta
ta
tak
takhai
taŋ
taŋtaŋ
taŋpathet
tasaŋ
tasɛp
tabɔt
tabəŋ
taphuhai
tam
tamuan
tamsaŋ
tamikhwamsuk
tamihɛŋ
tai
tayan
taliton
tanai
tayakhua
tahak
tam
tam
tambon
tambakhuŋ
tamluat
ti
tik
tit
tit
ti
tin
tinpəm
tk
tp
tn
tn
tuktuk
tummɔŋ
tui
tulakhom
tu
tuyen
ten
ten
tem
tempili
te
tao
tao
təp
təm
tia
tiaŋ
tiam
tan
tansati
tɛ
tɛ
tɛk
tɛktaŋ
tɛgi
tɛŋ
tɛŋŋan
tɛŋto
tɛŋmo
tɛla
tɛwa
tɛsai
to
toŋ
tonaŋs
toyaŋ
to
tai
tai
tai
thok
thuam
thuai
thɔt
thɔn
thanon
thanonlatyaŋ
thanat
thawai
thamɛ
thaŋ
thaŋkhaya
thatpai
thuaŋɔk
tha
that
than
thana
tham
thai
thim
thi
thip
thŋ
thk
thk
thk
thk
thkgan
thkpak
thkhu
th
thuŋ
thuŋtin
thuŋthao
thu
thao
thiaŋ
thɛo
thɛ
thogɛo
thosuam
thai
thaihut
thoŋsat
thotthɛn
thon
thonthan
thopthuan
thuan
thɔ
thɔŋ
thɔŋ
thɔŋthanon
thɔŋfa
thɔŋsia
thɔt
thɔn
thɔn
thɔn
thɔnmai
thɔlaman
thanakhan
thale
thalɔwiwat
thavip
thahan
thakthai
thaŋlai
than
than
thandai
thanti
thanwakhom
thanwela
thap
thapphi
thammasat
thammada
thua
tha
tha
thaŋ
thaŋyɛk
thaŋliao
thaŋna
thaŋlaŋ
thathaŋ
thathepphabut
than
than
thai
tham
thamkhwamsaat
thamŋan
thamnɔŋ
thambun
thamlai
thit
thi
thi
thidin
thip
thila
thili
thisut
thilaŋ
thiyuasai
thuk
thuŋ
thum
thula
thulagit
thup
the
thao
thao
thaodai
thaonan
thaoni
thəŋ
thəŋ
thəŋbət
thia
thiaŋ
thiaŋkhn
thian
thiao
thɛ
thɛŋ
thɛn
tho
thon
tholathat
tholasap
thai
nok
nom
nuan
nuai
nuaita
nɔ
nɔ
nɔk
nɔkjak
nɔŋ
nɔŋsai
nɔŋsao
nɔn
nɔnlap
nɔi
na
naklɔŋ
naklian
naŋ
nat
nan
nanna
nanla
naneŋ
nap
napth
nua
na
na
naŋphayaban
naŋek
nathi
nai
naliga
naligapuk
nam
nam
namgan
namkhɛŋ
namkhok
namcham
namdɛŋ
namta
namtan
namtan
nampan
nampa
nampao
namman
namnak
namatlom
niyom
niu
niugɔi
niugaŋ
niusi
niutin
niunaŋ
niupo
ni
nila
nuŋhom
num
nun
nao
nɔ
nən
nənkhao
nia
nia
niaŋ
naha
nɛ
nɛjai
nɛp
nɛm
nɛmbəŋ
nɛo
nɛogin
nɛogonnuat
nɛokhan
nɛokhɔŋ
nɛoɲok
nɛobamluŋ
nɛobit
nɛomak
nɛosai
nɛonip
nɛnam
notbuk
non
nai
nai
naimiaŋ
bɔ
bok
bɔkhɔi
boŋbɔk
botbat
bɔthandai
bɔmɛn
buat
bɔk
bɔt
bɔn
bɔligan
bɔlisut
bɔhuinoine
bak
bakkhiakhia
bakkhak
bakkhaknŋ
bakjok
baktɛŋ
baktɛŋmo
baknao
bakphai
bakphao
bakphik
bakmuaŋ
bakla
bakhuŋ
baŋ
baŋkhap
bat
batni
batni
banju
banchi
banyagat
bandai
banthat
banthuk
banthao
bua
ba
ba
baŋ
baŋsiŋbaŋyaŋ
bat
bat
bat
bat
ban
ban
ban
bannɔk
banmiaŋ
banlian
bai
balai
bin
bin
binthabat
bip
bt
bn
bu
bucha
but
bek
bek
bao
baowan
bɔ
bɔnaŋ
bəŋ
bəŋɲɛŋ
bətmbətkham
bən
bia
bɛk
bɛŋ
bɛt
bɛttəli
bɛn
bɛn
bɛnnem
bɛp
bok
bot
bai
bai
baidɔk
baimai
baiset
baina
baibai
pok
pokgati
pon
puat
puai
pɔk
pɔŋ
pɔŋ
pɔŋgan
pɔtphai
pɔn
pɔn
pɔp
pɔi
pa
pachachon
padap
patithin
patiset
patu
pathet
paman
payok
payot
palinɲatho
palinɲaek
paliman
palian
paloŋpoŋpeŋ
pasa
pak
patjuban
pattho
pan
pap
pam
pa
pa
pa
pak
pakga
pakgk
pagot
pakdi
pakpen
pat
pat
padɛk
pati
pandai
pannan
pamai
pai
pai
paithaŋ
pit
pitbaŋ
piu
pi
pipi
pik
pin
pk
pksk
pksa
pp
bn
puk
puŋ
pum
pui
pu
puk
pun
pe
peŋ
pet
pen
penthipenthaŋ
peofai
pao
pao
paomai
pət
piak
piak
piaŋ
piaŋ
pian
pian
piapthiap
piai
piao
pɛ
pɛ
pɛŋ
pɛŋsifan
pɛt
pɛn
pɛnphim
pɛpdiao
pai
pai
phoŋ
phoŋchulot
phoŋsahua
phonphalit
phonlamai
phom
phom
phalit
phak
phakgaset
phakgatkhao
phakbuŋ
phakiset
phat
phua
pha
pha
phakhonnu
phasetto
phan
phaputo
phaman
phai
phahom
phitgotmai
phitjai
piu
phiunaŋ
phn
phuk
phet
phao
phia
phɛ
phɛn
phɛnthi
phɛnphaŋ
pho
phai
fon
falaŋ
fakbua
faŋ
fan
fa
fak
fatin
fan
faphanaŋ
fai
fiŋfai
fao
phokpha
phuak
phuaŋmalai
phuan
phɔ
phɔ
phɔ
phɔkha
phɔjai
phɔdi
phɔn
phɔpaman
phɔm
phɔm
phɔmgan
phɔmphiaŋ
phɔsomkhuan
phɔɲai
pha
phatham
phathat
phanom
phanakŋan
phaphutthajao
phaphutthalup
phama
phayaban
phalagamlaŋ
phalaŋ
phalaŋŋan
phasatik
phaathit
phaek
phak
phaŋ
phat
phatlom
phan
phan
phap
phapphiap
phai
phua
pha
phak
phakhao
phachana
phap
phapthai
phapwat
phai
phai
phasa
phahana
phitsunakba
phim
phi
phisai
phisao
phsajigayon
phsaphakhom
pht
phn
phndin
phnthi
phu
phukha
phusai
phudiao
phudoisan
phudai
phuthao
phutho
phun
phunna
phunla
phunlɛo
phubao
phupuai
phulai
phusao
phuɲiŋ
phuɲai
phuɲaiban
phu
phukhao
phumjai
phumthan
phumiphak
phe
pheŋ
pheŋsat
phet
phedan
phen
phɔwa
phɔsananlɛo
phəŋ
phətphən
phən
phəm
phia
phia
phiaŋ
pha
phathi
phɛŋ
phot
photpho
phailɔ
foŋ
fɔŋ
fɔŋnam
faŋ
fan
fan
fa
fapha
fao
fiu
fisik
fn
futbat
fu
fənijə
fiaŋ
fɛn
fɛp
fai
faisɛk
faifa
mokgalakhom
mon
muan
muan
muanagat
mɔ
mɔtəsai
mɔp
malagɔ
malet
maletphan
maloŋjoŋjeŋ
mak
mat
man
mua
muasua
ma
ma
makgwa
makmai
malayat
mam
mit
mitsit
mithunayon
mi
mit
mitgon
mitgonnuat
mina
minakhom
mihɛŋ
mŋ
mn
mt
mn
m
m
mgɔn
mgɛŋ
mkhn
msao
mni
mlɛŋ
mwan
mwen
mlaŋ
mn
mh
muŋ
mut
mun
mum
met
metphan
mem
mesa
mesayon
mao
mao
mia
miaŋ
miaŋluaŋ
mian
miai
mɛ
mɛkha
mɛŋ
mɛŋwan
mɛŋwi
mɛsi
mɛn
mɛnbɔ
mɛnam
mɛban
mɛo
mɛɲiŋ
moŋ
moho
mai
mai
maikhit
maiphai
yon
yɔk
yɔn
yaŋ
ya
yaŋ
yaŋ
yatyom
yan
yanphahana
yasifan
yindi
yim
yip
yisip
yihɔ
yihɔ
yn
yn
yen
yɛk
loŋ
loŋthun
lot
lot
lot
lotgaba
lotgeŋ
lotkhonkhɔŋ
lotkhen
lotsat
lottuktuk
lottu
lotthai
lotthɛksi
lotbat
lotbanthuk
lotpajamthaŋ
lotphikap
lotfai
lotme
lotyon
lotlapsoŋ
lotloŋban
lotloŋphayaban
lotsamlɔ
lotsiplɔ
lon
lop
lom
luak
luatlai
luam
luamgan
luai
lɔ
lɔk
lɔŋ
lɔŋ
lɔŋthaophabai
lɔt
lɔp
lɔm
lɔmlɔp
lɔi
lɔi
la
lagelaga
lakhɔn
laŋap
labai
labiaŋ
labiap
laya
lalai
lawaŋ
lawaŋ
lawɛk
lahəi
lalen
lak
laksana
laksa
laŋ
lap
lapjaŋ
laplu
lapsoŋ
la
lak
lakha
laŋ
laŋ
laŋ
laŋgai
lat
lan
lan
lan
lankhaikhɔŋ
lantatphom
lannɛogin
lanahan
lai
laigan
laidai
lao
laolao
lam
lam
lamkhan
lamton
lamto
lamphoŋ
lamyai
lamsai
liŋ
lin
lin
linchak
lipbin
li
lisaikən
limot
lk
ldu
ldufon
ldulɛŋ
lduhɔn
lm
luk
luŋ
lun
lun
luluaŋ
lu
luk
lukgok
lukkha
luksai
luksin
lukbɔn
luksɔn
luksao
lukwit
lujak
lup
lup
lupbɛp
lupphap
lupphapthai
luplak
lusk
lek
lek
len
lep
leptin
ləi
leo
leo
lɔ
lək
ləm
lia
liak
liaŋ
liaŋ
liaŋ
liat
lian
lian
liap
liap
liaplɔi
liai
lɛk
lɛŋ
lɛn
lɛplin
lɛo
lɛotɛ
lɛ
lo
lok
lok
loŋ
loŋjoŋ
loŋban
loŋphayaban
loŋlian
loŋnaŋ
lotat
lon
lai
woŋ
woŋgom
woŋlep
wɔ
wasan
waŋhan
wat
watthanatham
wan
wangət
wanjan
wanpha
wanphalhat
wanphut
wansuk
wansao
wanaŋkhan
wanathit
wai
waithɔŋ
wailun
wa
wa
waŋ
waŋ
waja
wat
watɛ
wicha
widio
withayu
withi
winathi
wela
wao
waophn
viatnam
wɛnta
wai
wai
waitha
sokgapok
soŋ
soŋ
soŋkham
soŋsai
sot
sotsn
sotsai
son
sonthana
sop
som
som
somtam
sommut
suat
suan
suan
suanto
suanpagɔp
suanmak
suansat
suannɔi
suanlai
sɔk
sɔŋ
sɔŋ
sɔt
sɔn
sɔp
sɔm
sɔm
sɔmsɛm
sɔi
sa
sa
saduak
sadut
sadɛŋ
sathanti
sathanagan
sathani
sabai
sabu
saphan
saphai
samajɛ
samachik
sawit
sanam
sanamgila
sanit
samɔŋ
samai
samut
samunphai
salid
salŋ
salup
sawatdi
sawaŋ
sawainam
saɔn
saat
saathusaatta
saksit
saŋ
saŋsan
sat
satkhəŋbokkhəŋnam
satliaŋ
san
san
san
sanɲalak
sanɲan
sanyagam
sap
sak
saŋ
sat
sam
samyɛk
samsip
samliam
samat
sai
sai
sai
saifai
sala
salakadi
sala
salawat
sasana
sasanaphut
sam
samkhan
samnan
samni
samlɔŋ
samlap
si
siŋ
siŋkhɔŋ
siŋhakhom
sin
sip
si
si
sik
sitya
sitapmu
sin
sisan
sisip
sina
sinasita
siliam
sksa
sm
suk
sukkhaphap
suk
sut
sutthɔŋ
sup
suphap
su
su
suŋ
sut
sun
sup
set
set
sen
səi
sao
sao
səp
səmsuai
sia
sia
sia
siagɔok
siaŋ
siaŋ
siaŋdaŋ
siajai
siap
siapha
siayt
siao
sialak
siahai
sɛŋ
sai
sai
sai
hok
ŋɔk
ŋɔn
ɲom
ɲɔŋ
ɲaŋ
ɲa
ɲuŋ
ɲuŋɲak
honthaŋ
nuat
nɔŋ
nɔi
nɔi
nɔidiao
nɔinŋ
na
nak
naŋ
naŋs
naŋsphim
nan
nanla
na
na
najɔ
naja
nata
nataŋ
nathi
naphak
nafon
nalɛŋ
nao
nanao
naək
nahɔn
ni
nila
ni
ni
nip
nŋ
num
hom
mon
muak
muakgannɔk
mɔ
mɔ
mɔŋ
mɔŋ
mɔn
mɔfan
man
manjai
ma
makmai
mat
maikhwam
maithŋ
mn
mun
mun
mu
mu
muban
yap
yip
yut
lok
loŋlia
lon
lop
lopsɔn
lɔ
lɔt
lɔliaŋ
la
lak
lakagat
laŋ
laŋgasi
laŋka
laŋjak
lap
la
lan
lai
laitəp
laisiŋlaiyaŋ
l
lut
lutm
lum
wɔ
watdi
wan
wan
wai
wainam
wi
hɔ
hɔ
hɔŋ
hɔŋnɔn
hɔŋnam
hɔŋlian
hɔŋsamut
hɔp
hɔm
hɔm
hɔmhuadɛŋ
hɔi
an
hak
han
han
han
hanjai
hua
hua
hua
huakwan
huakhao
huajai
huatəhuatən
hualɔ
huana
huahɔm
ha
ha
haŋ
haŋ
haŋ
hai
haijai
hasip
hin
hiu
hiu
hun
hum
hu
hujap
hufaŋ
hunuak
ŋia
ŋiak
het
hetgan
hetphon
hetlai
hen
nek
me
men
mɔsom
məkthək
yiat
yiap
lek
len
lem
leo
lao
lia
liaŋ
lian
liam
liao
hao
hia
hɛŋ
hɛŋ
hɛŋlɛŋ
hɛn
nɛn
lɛk
lɛm
lɛo
wɛn
wɛo
hai
ɲai
mai
nai
mai
lai
lai
lai
wai
wai
waipha
ok
oŋ
oŋsa
opun
om
ya
yak
yakhua
yaŋ
yaŋsen
yaŋdiao
yaŋlai
yu
uan
uai
ɔk
ɔkgamlaŋgai
ɔŋtɔŋ
ɔn
ɔnsɔn
ɔm
ɔitɔi
adit
athitthan
athibai
anakhot
aphitham
awaiyawa
aksɔn
aŋgit
at
an
antalai
antɛwa
ap
a
a
agat
agan
aŋ
aŋlaŋna
ajan
asip
at
atja
athi
athit
an
ap
apnam
amlam
ai
ayu
alom
awuso
asai
ahan
amphə
ijinŋ
it
im
ik
igəŋ
ipu
imɛ
isan
iyaŋ
ila
ili
iliilɔ
ŋtŋ
mkhm
n
udomsombun
un
ubatihet
upagɔn
um
ui
uipui
eŋ
esia
et
ethiem
en
em
əi
əi
əi
ə
əhə
ao
ao
ao
aolot
ɔjɔ
ɔɲɔ
ək
ən
iam
ai
ɛ
ɛngɔhɔ
ɛppən
ɛat
o
ogat
oŋ
oŋloŋ
on
oi
ai
aitim
ainam
hom
huamgan
hɔŋ
hɔŋ
hɔŋhai
hɔt
hɔn
hɔn
hɔi
hak
hap
hua
hua
hak
haŋ
han
han
hai
hao
ham
h
hm
hu
huŋ
hu
hujak
hut
husk
huskto
het
hetganhetŋan
hetŋan
hetna
hetbun
hethai
həi
hao
hiaŋ
hian
hɛŋ
hai
