ɔinaie
akɔbɔɾɔŋku
akɔrsɔɔ
akaɾɔ
akaɾɔɾɔ
akaɾɔre
akasɔ
akasɔku
akasɔbai
akasɔɾɔ
akasɔru
akasɔre
aŋki
aŋkibɔ
aŋkiba
aŋkibaku
aŋkibi
akruti
aŋke
akɾɔmɔɔ
akʰɔ
akʰi
akʰitʰila
akʰibudʒi
akʰiɾɔ
akʰiru
akʰire
akʰu
aɔ
aɔku
aɔru
aɔre
agami
agua
age
agɾɔhɔ
agɾɔhɔre
agɾɔhi
agra
agʰatɔ
aŋkibaku
aŋguʰi
aŋguʰimane
aŋguʰire
aŋguli
atʃɔmuitɔ
atʃardʒjɔ
atʃʰa
atʃʰaditɔ
atʃʰu
adʒi
adʒikali
adʒiɾɔ
adʒɲa
adʒma
aɲtʃɔlikɔ
aɲdʒula
au
aʰɔ
aʰɔmɔllikɔ
aɔku
aɔku
aɔku
ae
aɔ
ai
aitʃʰɔ
aitʃʰɔnti
aitʃʰi
aitʰae
aitʰila
aidiɔ
aidebɔ
aipaɾɔ
aibɔ
aiba
aibaku
aibau
aibi
aibu
aibe
ailɔ
aila
aili
aile
autʃʰi
autʰile
ae
aare
ai
aɔ
adɔɾɔ
adajɔku
adi
aditjɔ
adibasi
adire
adesɔ
adɔu
adaɾɔ
adaritɔ
adunikɔ
adjatmikɔ
anɔndɔ
anɔndɔdajɔkɔ
anɔndɔɾɔ
anɔndɔre
anɔnditɔ
anarika
antɔrdʒatijɔ
andolɔnɔ
andɾɔ
apɔɔ
apɔɔŋku
apɔɔŋkɔ
apɔɔŋkɔɾɔ
apɔɔŋku
apɔɔtɔ
apɔɔmane
apɔai
apɔtti
ape
appa
apʰrika
apʰrikaɾɔ
apʰrikijɔ
abɔrddɔkɔ
abɔsjɔkɔ
abɔsjɔkɔta
abiskaɾɔ
amɔ
amɔku
amɔbʰɔli
amɔɾɔ
ame
amerika
amerikaɾɔ
amerikare
amerikijɔ
ambɔ
ambasuɾɔ
amma
ammi
ammiku
amuɔ
ajɔ
ajodʒɔnɔ
ajodʒitɔ
aɾɔ
aɾɔpɔe
aɾɔbɔ
aɾɔmbʰɔ
aramɔre
are
artʰikɔ
alɔmari
aliŋɔnɔ
aluɔ
aluɔre
alokɔ
alokitɔ
alotʃɔna
alu
alumalukalu
alusɔbu
asa
asirbadɔ
asutosɔ
astʃɔrdʒjɔ
astʃɔrdʒɔjɔ
astʃɔrdʒjɔtʃɔkitɔ
astʃɔrdʒjɔdʒɔnɔkɔ
asɾɔmɔ
asɾɔmɔbasi
asɾɔmɔɾɔ
asɾɔmɔre
asuinɔ
asaɔ
asɔ
asɔnɔ
asɔni
asɔnta
asɔnti
asi
asiɔla
asiɔle
asitʃʰɔ
asitʃʰɔnti
asitʃʰi
asitʃʰu
asitʰae
asitʰaeimma
asitʰiba
asitʰile
asinah
asipaɾɔnti
asiparilani
asibɔ
asiba
asibaku
asibaɾɔ
asibi
asibu
asibe
asidʒaitʰila
asidʒibɔ
asilɔ
asila
asilai
asili
asile
asilei
asileni
asu
asutʃʰɔnti
asutʃʰi
asutʰiba
asutʰibaɾɔ
asutʰila
asunɔtʰibaru
asunu
ase
aseni
aste
astekɔri
aha
ahuri
iuropɔ
iuropijɔ
ie
iŋgitɔ
itʃtʃʰa
itʃʰa
iŋdʒinijɔriŋ
iɲtʃɔ
iɲdʒinijɔriŋ
ia
iaɾɔ
iɔɾɔneɔ
iia
iianɔ
ieksɔ
itihasɔ
itdʒadi
itjadi
inɔsitʃjuɔ
indira
indɾɔ
ibok
ibrahim
imma
immaŋkɔ
iŋradʒi
iŋradʒire
iŋredʒɔ
iŋlɔɔ
ilekɔrik
isɔt
is

ula
ule
uktɔ
uŋki
utʃitɔ
utʃit
utʃtʃɔ
utʃtʃɔta
utʃtʃaɾɔɔ
udʒdʒuɔlɔ
udʒdʒuɔlɔ
uɲtʃa
uʰai
uʰaile
uʰi
uʰipɔi
uʰiba
uʰila
uʰili
uʰile
uʰu
uʰutʰiba
uʰutʰila
uʰei
uʰeili
uʰ
uɔ
uɔnti
uadʒahadʒɔku
uaibaku
ui
ui
uiɔla
uitʃalɔ
uidʒiba
uipaɾɔ
uipare
uiba
uibaku
uibulɔnti
uibulibaku
uidʒae
uila
uutʃʰɔnti
uutʰiba
uei
ueiba
ueibaku
ueila
utkɔlɔ
uttɔmɔ
uttɔɾɔ
uttɔɾɔku
uttɔɾɔre
utpɔnnɔ
utpɔnnɔɾɔ
utpadɔnɔ
utsɔbɔ
utsahitɔ
utsukɔ
udɔjɔ
udɔjɔgiri
udahɔɾɔɔ
uddesjɔre
uddaɾɔ
udbabɔnɔ
udbabitɔ
udbidɔ
udjanɔ
unnɔtɔ
unnɔti
unni
upɔ
upɔkɔɾɔɔ
upɔkaɾɔ
upɔnjasɔ
upɔbasɔ
upɔboɔ
upɔma
upɔdʒuktɔ
upɔdʒoɔ
upɔɾɔ
upɔɾɔku
upɔɾɔbela
upɔɾɔbaɔre
upɔru
upɔre
upɔlɔbdɔ
upɔstʰapɔna
upɔstʰitɔ
upɔstʰiti
upɔhaɾɔ
upai
upaibɔ
upadanɔ
upadi
upajɔ
upajɔi
upasɔna
upekʰja
upendɾɔ
ubʰɔjɔ
uban
urddu
ullekʰɔ
usumɔ
usɔdʒɔlɔbaju
ui
rutu
rutuku
rutuɾɔ
ruture
eh
ei
eia
eii
eiʰi
eina
eile
ekɔ
ekɔkɔ
ekɔtritɔ
ekɔtʰa
ekɔdɔm
ekɔmatɾɔ
ekɔla
eka
ekaʰi
ekaemi
ekaemi
ekadɔsi
ekadikɔ
ekuia
eguakɔ
eguikɔ
eguikɔ
etʃɔ
etʃ
ea
eʰakaɾɔ
eʰaku
eʰare
eʰi
eʰu
eu
eɔ
etɔ
etiki
ete
etedʒɔɔ
eteduɾɔ
etebelɔ
etebele
etʰɔɾɔ
etʰɔɾɔkɔ
etʰi
etʰipa
etʰiɾɔ
etʰiru
etʰire
epɔɔ
epɔɔsepɔɔ
epɔɔku
epɔri
epɔriki
epɔrdʒjɔntɔ
eprilɔ
epril
epʰulɔru
ebɔŋ
ebae
ebisɔjɔre
ebe
ebekaɾɔ
ebebi
ebʰɔli
emɔ
emanɔŋku
emane
emiti
emitiki
emitire
emuɔru
em
esɔ
esɔbu
esɔbuku
esia
esiaɾɔ
esiɔ
esijɔ
es
eha
ehaku
ehapɔre
ehadʒog
ehaɾɔ
ehi
ehidinɔ
ehipɔri
ɔitihasikɔ
ɔitihjɔ
oh
odʒɔnɔ
odʒɔnia
oɔ
oʰɔ
oʰɔre
oia
oia
oiare
oisa
oisa
oisaɾɔ
oisare
oisi
oɔi
oɔm
oda
obʰɔɾɔ
olɔa
oliuɔ
olhai
osa
ostɔ
ostɔɔtʃʰɔ
ostɔɔtʃʰɔre
ohɔlai
ohɔli
ohɔlei
oho
ohlɔutʰiba
ohlai
ohlaiba
ohlae
ohleila
ɔusɔdɔ
ɔusɔdijɔ
kɔɔlɔ
kɔɔlia
kɔtʃɔ
kɔtʃiire
kɔpʰulɔre
kɔui
kɔutukia
kɔka
kɔŋgresɔ
kɔŋki
kɔtʃɔkɔtʃia
kɔtʃ
kɔɲtʃa
kɔɔkɔ
kɔɔkɔɾɔ
kɔɔkɔre
kɔa
kɔi
kɔibaku
kɔila
kɔʰinɔ
kɔʰorire
kɔɔre
kɔei
kɔɔ
kɔɔre
kɔadʒuktɔ
kɔika
kɔa
kɔare
kɔʰɔdanɔ
kɔʰɔre
kɔei
kɔtʰa
kɔtʰaku
kɔtʰatʃitɾɔ
kɔtʰatʃitɾɔre
kɔtʰaa
kɔtʰaaku
kɔtʰabartta
kɔtʰare
kɔtʰitɔ
kɔdɔli
kɔdapi
kɔnɔbejar
kɔnekikɔɔ
kɔndɔmalɔ
kɔnnɔɔ
kɔnja
kɔnjaku
kɔpɔa
kɔpɔa
kɔpɔare
kɔpalɔ
kɔp
kɔpɾɔ
kɔbaɔ
kɔbaɔku
kɔbaɔre
kɔba
kɔbai
kɔbaibala
kɔbi
kɔbita
kɔmɔ
kɔmɔɾɔ
kɔmɔɾɔpɔi
kɔmɔlɔ
kɔmɔla
kɔmidʒae
kɔmilani
kɔm
kɔmpɔnɔ
kɔmpani
kɔmpila
kɔmpjuɔɾɔ
kɔmbɔlɔ
kɔmjunisɔ
kɔɾɔ
kɔɾɔna
kɔɾɔni
kɔɾɔnti
kɔɾɔntu
kɔra
kɔrai
kɔraitʃʰɔnti
kɔraitʰile
kɔrae
kɔraɔla
kɔramɔti
kɔramati
kɔradʒai
kɔradʒaitʃʰi
kɔradʒaitʰae
kɔradʒaitʰiba
kɔradʒaitʰila
kɔradʒautʃʰi
kɔradʒautʰiba
kɔradʒautʰila
kɔradʒae
kɔradʒibɔ
kɔri
kɔriuʰile
kɔriki
kɔritʃʰɔ
kɔritʃʰɔnti
kɔritʃʰi
kɔritʃʰu
kɔritʰɔle
kɔritʰae
kɔritʰantɔ
kɔritʰanti
kɔritʰiba
kɔritʰila
kɔritʰile
kɔridiɔnti
kɔridebɔki
kɔrideba
kɔridebi
kɔridela
kɔridele
kɔrinɔtʰanti
kɔrini
kɔrinele
kɔripaɾɔ
kɔripaɾɔnti
kɔripari
kɔriparibɔ
kɔriparibi
kɔriparibu
kɔriparibe
kɔriparila
kɔriparili
kɔripare
kɔribɔ
kɔriba
kɔribaku
kɔribapa
kɔribaɾɔ
kɔribare
kɔribi
kɔribini
kɔribu
kɔribe
kɔrila
kɔrile
kɔrilei
kɔru
kɔrutʃʰɔ
kɔrutʃʰɔnti
kɔrutʃʰi
kɔrutʃʰu
kɔrutʰanti
kɔrutʰiba
kɔrutʰibaɾɔ
kɔrutʰila
kɔrutʰili
kɔrutʰile
kɔrunɔtʰila
kɔrunɔtʰile
kɔre
kɔrenah
kɔrkɔɔ
kɔraɔkɔ
kɔrmɔ
kɔrmɔtʃariŋku
kɔrmɔʰɔ
kɔrmɔsala
kɔrmɔsalare
kɔlɔ
kɔlɔmɔ
kɔla
kɔlatmɔkɔ
kɔlapɔre
kɔli
kɔlikɔta
kɔlu
kɔle
kɔledʒɔ
kɔlei
kɔlemɔdjɔ
kɔla
kɔlakaɾɔ
kɔlatʃʰiɔ
kɔladʒaiie
kɔlaa
kɔlapɔa
kɔlapɔare
kɔlameɔ
kɔlahai
kɔliŋɔ
kɔlpɔna
kɔsmiri
kɔsibaku
kɔsutʰila
kɔsɔ
kɔsɔkɔɾɔ
kɔsɔre
kɔhɔ
kɔhɔnti
kɔhi
kɔhitʃʰɔnti
kɔhitʰanti
kɔhitʰila
kɔhitʰili
kɔhitʰile
kɔhide
kɔhidei
kɔhidebi
kɔhidebu
kɔhiparibɔ
kɔhiparibuni
kɔhiba
kɔhibaku
kɔhibini
kɔhibu
kɔhibuni
kɔhibe
kɔhila
kɔhili
kɔhiliki
kɔhilu
kɔhile
kɔhileni
kɔhu
kɔhutʃʰɔnti
kɔhutʃʰi
kɔhutʃʰu
kɔhutʰanti
kɔhutʰila
kɔhutʰile
kɔhunu
kɔhe
kaa
ka
kaki
kau
kauku
kaui
kauie
kakɔɔpuɾɔ
kakuti
kaɔdʒɔ
kaɔdʒɔ
kaɔdʒɔbala
katʃɔ
katʃɔglasɔ
kadʒɔri
kadʒu
kai
kaidebaku
kaibaku
kaibare
kaibi
kautʃʰɔnti
kautʰibabele
kautʰile
kae
kao
kaoku
kaʰɔ
kaʰi
kaʰiku
kaʰiɾɔ
kaʰire
kai
kai
kaiki
kaibare
kaila
kautʃʰi
kaduɔ
kanɔ
kanɔpakʰe
kanɔbasɔre
kanɔɾɔ
kanɔre
kanaare
kantʰɔ
kantʰɔre
kandɔ
kandɔna
kandi
kandiuʰila
kandikandi
kandibɔ
kandibaku
kandila
kandili
kandukandu
kandutʃʰi
kandutʰae
kandutʰila
kande
kandɔ
kandɔtʰila
kandɔre
kaba
kabulɔɾɔ
kabjɔ
kamɔ
kamɔku
kamɔi
kamɔe
kamɔre
kaɾɔ
kaɾɔkɔ
kaɾɔkʰana
kaɾɔɔ
kaɾɔɔru
kari
karukardʒjɔbʰɔra
karɔn
kari
karɔre
karttikɔ
kardʒjɔ
kardʒjɔkɾɔmɔ
kardʒjalɔjɔ
kali
kalia
kalɔ
kalɔre
kali
kalinɔ
kalu
kale
kauɔ
kauɔkauɔ
kasɔ
kasi
kasu
kahaku
kahaʰu
kahai
kahaiie
kahaitʰiba
kahanti
kahari
kahali
kahalii
kah
kahki
ki
kie
kitʃʰi
kitʃʰia
kitʃʰipadɔ
kiɔ
kia
kii
kiidele
kiiba
kiibaku
kiibi
kiile
kiutʰile
kin
kintu
kipɔri
kibʰɔli
kimi
kimiti
kimbɔdɔnti
kimba
kilo
kilomiɔɾɔ
kisoɾɔ
kisɔ
kisɔmis
kiɔpɔtɔŋɔ
kiɾɔɔ
ku
kuae
kukua
kukuɾɔ
kukuɾɔku
kukuɾɔie
kukʰjati
kuɲtʃi
kuɲtʃia
kua
kuia
kuiaku
kuumui
kuia
kuai
kuaiba
kuai
kutukutu
kudare
kuni
kunimatʃʰɔ
kumaɾɔ
kumari
kumbaɾɔ
kumbarui
kumbiɾɔ
kumbiɾɔŋkɔ
kumbiɾɔie
kumbiɾɔe
kumbiɾɔmanɔŋku
kumbiɾɔmane
kusɔlɔ
kusɔlɔtaku
kusɔli
kusti
kuhɔ
kuhɔnti
kuha
kuhadʒaitʰae
kuhadʒae
kuhadʒibɔ
kuhui
kuhe
kuɔ
kuɔru
kulɔku
kulɔɾɔ
kulɔre
kruti
krumi
krusɔkɔ
krusi
krusɔ
krusɔtʃɔndɾɔ
ke
kei
ke
keʰi
kek
kedʒai
kee
kee
kete
ketekɔ
keteguie
ketetʰɔɾɔ
ketebelu
ketebele
ketoi
kendudʒɔɾɔ
kendɾɔ
kendɾɔsasitɔ
kendrapɔa
kepʰen
kebɔlɔ
kebe
kebekebe
kebebi
kebehele
kemiti
kempiŋɔ
keɾɔlɔ
kelutʃɔɾɔɔ
kesɔɾɔ
kesɔri
kesɔɾɔ
kehi
koila
koili
kou
kouʰi
kouʰu
koŋkɔi
koi
ko
koʰɔri
koʰa
koɔ
koie
koɔ
koɔku
koɔre
koarkɔ
koia
kotɔra
kobi
komɔlɔ
koɾɔma
korapuɔ
korɔ
korɔku
korɔi
kolɔm
kolɔ
kolɔre
koli
kolei
kosɔ
kouɔsi
kɔutukia
kɔusikɔ
kjaiɾɔ
kɾɔmɔre
kɾɔmaŋkɔ
kɾɔmikɔ
kɾɔme
krikeɔ
krike
krija
krik
kreasiɔsɔ
klasɔrumɔ
klasɔre
klikɔ
klantɔ
kʰjɔɔkɔ
kʰjɔi
kʰjɔtɔ
kʰjɔti
kʰjɔtikaɾɔkɔ
kʰjɔmɔta
kʰjɔjɔ
kʰiɾɔ
kʰiri
kʰjudɾɔ
kʰetɾɔ
kʰetɾɔre
kʰɔŋdʒitɔ
kʰɔɲa
kʰɔɲdʒi
kʰɔɲdʒiba
kʰɔɲdʒibare
kʰɔɲdʒila
kʰɔɲdʒe
kʰɔɔ
kʰɔɔre
kʰɔa
kʰɔɔ
kʰɔa
kʰɔajɔtɔ
kʰɔia
kʰɔie
kʰɔiku
kʰɔe
kʰɔbɔɾɔ
kʰɔbɔɾɔkaɔdʒɔ
kʰɔmbɔ
kʰɔɾɔai
kʰɔra
kʰɔradinɔ
kʰɔradinia
kʰɔradine
kʰɔrapɔ
kʰɔrapɔutʰiba
kʰɔrap
kʰɔrare
kʰɔrtʃtʃɔ
kʰɔsi
kʰɔhila
kʰa
kʰaanti
kʰai
kʰaiki
kʰaitʰanti
kʰaidela
kʰainu
kʰaipɔkeila
kʰaiparibɔni
kʰaibɔ
kʰaiba
kʰaibaku
kʰaibaʰaru
kʰaibaɾɔ
kʰaibi
kʰaibini
kʰaibu
kʰaila
kʰailani
kʰailini
kʰaile
kʰau
kʰaukʰau
kʰautʃʰɔnti
kʰautʃʰi
kʰautʰile
kʰaunu
kʰae
kʰata
kʰataku
kʰataru
kʰatiɾɔ
kʰatir
kʰadjɔ
kʰadjɔmɔdjɔru
kʰan
kʰabɔra
kʰali
kʰalibɔsta
kʰiɔɾɔ
kʰiri
kʰilaɔkɔra
kʰilabi
kʰuai
kʰuaibaku
kʰuɔre
kʰubɔ
kʰub
kʰub
kʰusi
kʰusire
kʰusire
kʰelɔ
kʰelɔa
kʰelɔnti
kʰelɔre
kʰelali
kʰelali
kʰeli
kʰeliba
kʰelibaku
kʰelibi
kʰelibu
kʰelu
kʰelutʃʰɔnti
kʰelutʰiba
kʰele
kʰoisari
kʰodʒɔ
kʰodʒɔnti
kʰodʒɔntu
kʰodʒagiri
kʰodʒi
kʰodʒiba
kʰodʒibaku
kʰodʒili
kʰodʒile
kʰodʒu
kʰodʒutʃʰɔ
kʰodʒutʃʰi
kʰodei
kʰordda
kʰolɔ
kʰola
kʰolapɔɔ
kʰolare
kʰoli
kʰolidiɔ
kʰolidei
kʰolidekʰila
kʰolidela
kʰolidele
kʰolibaku
kʰolibi
kʰolila
kʰolile
kʰoliba
kʰolilu
kʰolutʃʰi
kʰolutʰila
kʰosi
kʰri
kʰrisɔ
kʰrisɔpurbɔ
kʰrisabdɔre
kʰuabɔgah
ɔŋga
ɔŋgadɔɾɔ
ɔtʃtʃʰɔ
ɔtʃʰɔ
ɔtʃʰɔku
ɔtʃʰɔie
ɔtʃʰɔtɔle
ɔtʃʰɔmanɔŋkɔ
ɔtʃʰɔmule
ɔtʃʰɔɾɔ
ɔtʃʰɔru
ɔtʃʰɔre
ɔdʒɔpɔti
ɔɲdʒamɔ
ɔʰɔnɔ
ɔʰitɔ
ɔɔɔɔ
ɔaire
ɔi
ɔi
ɔipɔila
ɔɔɔi
ɔibare
ɔɔ
ɔɔti
ɔɔtiɾɔ
ɔɔna
ɔitɔ
ɔitɔre
ɔibaku
ɔila
ɔesɔ
ɔʰɔli
ɔʰi
ɔʰiɾɔ
ɔtɔ
ɔtɔkali
ɔti
ɔtiku
ɔdɔ
ɔda
ɔdɔ
ɔdia
ɔdiaŋku
ɔdiamane
ɔdiaɾɔ
ɔpɔ
ɔpɔbɔhi
ɔpɔsɔpɔ
ɔppu
ɔppuku
ɔbesɔa
ɔbiɾɔ
ɔbiɾɔku
ɔmɔnaɔmɔnɔ
ɔɾɔmɔ
ɔɾɔmɔɔɾɔmɔ
ɔɾɔm
ɔribɔ
ɔrdʒɔnɔ
ɔrttɔ
ɔrbɔ
ɔrbɔɾɔ
ɔrbɔre
ɔrbitɔ
ɔrbʰɔ
ɔla
ɔlaimma
ɔlai
ɔlani
ɔlabelɔku
ɔlabele
ɔli
ɔlu
ɔle
ɔla
ɔli
ɔlipɔila
ɔlire
ɔlpɔ
ɔhɔa
ɔhɔmɔ
ga
gaa
gaai
gaaʰaru
gai
gaiparutʰibɔ
gaibaku
gaila
gai
gaii
gaiie
gaimanɔŋku
gautʃʰɔnti
gautʃʰi
gae
gadʒɔɾɔ
gaiare
gaɔ
gaɔ
gaɔɾɔŋɔɾɔ
gatɔ
gadoi
ganɔ
gandi
gandidʒi
gandidʒiŋkɔ
gandidʒiŋku
gandi
gandidʒi
gandidʒiŋkɔ
gajɔkɔ
gaɾɔ
gare
garo
galɔ
galɔre
galitʃa
galitʃaʰaru
gali
galpikɔ
gina
giɾɔpʰ
gili
gitɔ
gita
gitikaɾɔ
gudʒɔraɔ
gudʒɔrai
gudʒɔratɔ
gudʒuraɔ
guɔ
guae
guakɔ
gui
guie
guie
guikɔ
guikɔ
guikɔ
guikɔɾɔ
guikɔɾɔ
guiku
guiku
guire
guumɔ
guei
guɔ
guɔnɔ
gua
gui
guuguu
gue
guɔ
guitʃa
guutʃi
guptɔtʃɔɾɔ
gumurutʰile
gumpa
gumpʰa
guru
gurubaɾɔ
gurɾɔrɾɔrɾɔ
guli
guliɾɔ
gul
guli
gulmɔ
guhari
guhalɔ
ge
geta
gerua
gelha
goiʰa
goinda
goai
goaiba
goae
goi
goie
goe
goei
goɔ
goɔ
goɔre
goɔre
goaibaku
goi
gote
goduli
gopɔbɔndu
gopalɔ
gopalɔpuɾɔ
gopinatʰɔ
gobɔɾɔ
gobindɔ
golɔ
golɔgolɔ
golɔkɔ
golɔmɔritʃɔ
golapɔ
golapɔdʒamu
golapi
golamua
golu
goluɾɔ
golure
golei
gol
gola
gouri
gɾɔntʰɔ
gɾɔhɔ
gɾɔhɔɔ
gramɔ
gramɔɾɔ
gramɔre
grikɔ
grismɔ
gregori
glasɔ
ɔɔa
ɔɔabɔli
ɔɔ
ɔɔɔi
ɔi
ɔa
ɔaie
ɔi
ɔiie
ɔnɔ
ɔɾɔ
ɔɾɔku
ɔɾɔi
ɔɾɔie
ɔɾɔʰu
ɔɾɔɾɔ
ɔru
ɔre
ɔsa
ɔsi
ɔsiba
ɔsibaku
ɔsutʰile
gʰasɔ
gʰasɔʰu
gʰiɔ
gʰuɲtʃaidiaɔla
gʰuɲtʃaile
gʰuɲtʃaɔla
gʰuɲtʃiba
gʰuu
gʰuri
gʰurutʰila
gʰera
gʰeri
gʰoɔi
gʰoɔiiku
gʰoa
gʰoa
gʰoai
gʰoai
gʰoaku
gʰoaie
gʰoaiku
gʰoaru
gʰoare
gʰoei
gʰosɔ
gʰosɔa
gʰosari
ŋkɔ
ŋkɔʰaru
ŋkɔɾɔ
ŋku
tʃɔua
tʃɔutisa
tʃɔkɔmɔkia
tʃɔkamari
tʃɔk
tʃɔk
tʃɔktʃɔk
tʃɔkɾɔ
tʃɔŋtʃɔlɔ
tʃɔai
tʃɔaɔ
tʃɔɔnti
tʃɔi
tʃɔi
tʃɔiɔla
tʃɔiɔlu
tʃɔiba
tʃɔiba
tʃɔibaku
tʃɔibi
tʃɔile
tʃɔei
tʃɔeii
tʃɔeiie
tʃɔeimane
tʃɔturtʰɔ
tʃɔturtʰi
tʃɔturddɔsi
tʃɔturbudʒɔ
tʃɔndɔnɔ
tʃɔndɾɔ
tʃɔndɾɔsekʰɔɾɔ
tʃɔndɾɔhinɔ
tʃɔpɔlɔ
tʃɔmɔkɔ
tʃɔmɔki
tʃɔmɔkibaku
tʃɔmɔku
tʃɔmɔa
tʃɔɾɔkʰa
tʃɔɾɔkʰare
tʃɔɾɔɔ
tʃɔritɾɔ
tʃɔrmɔ
tʃɔlaiba
tʃɔlanti
tʃɔlɔ
tʃɔlɔtʃitɾɔ
tʃɔlɔtʃtʃitɾɔ
tʃɔlɔi
tʃɔlai
tʃɔlibaku
tʃɔsɔma
tʃɔsɔmai
tʃɔsɔmare
tʃa
tʃaulɔ
tʃaulɔtʃunaru
tʃakiri
tʃakʰi
tʃatʃa
tʃatʃaŋku
tʃaɔsɔba
tʃau
tʃadɔɾɔ
tʃandua
tʃanduatɔle
tʃapɔ
tʃapi
tʃapuaie
tʃabi
tʃamɔtʃɔ
tʃamɔtʃɔre
tʃara
tʃari
tʃariaɔ
tʃariaɔku
tʃariae
tʃarikoia
tʃaria
tʃariaku
tʃaridige
tʃaripɔe
tʃaripakʰɔ
tʃaribɔrsɔɾɔ
tʃalɔ
tʃalɔnti
tʃalak
tʃalak
tʃali
tʃaliki
